kodeUrusan	kodeUrusanBidang	kodeProgram	kodeKegiatan	kodeSubKegiatan	nomenklatur
X	XX	01	1.03	31	Pemeliharaan Rutin/Berkala Kendaraan Dinas/Operasional
X	XX	01	1.03	32	Pemeliharaan Rutin/Berkala Perlengkapan Rumah Jabatan/Dinas
X	XX	01	1.03	33	Pemeliharaan Rutin/Berkala Perlengkapan Gedung Kantor
X	XX	01	1.03	34	Pemeliharaan Rutin/Berkala Peralatan Rumah Jabatan/Dinas
X	XX	01	1.03	35	Pemeliharaan Rutin/Berkala Peralatan Gedung Kantor
X	XX	01	1.03	36	Pemeliharaan Rutin/Berkala Mebeleur
X	XX	01	1.03	37	Rehabilitasi Sedang/Berat Rumah Jabatan
X	XX	01	1.03	38	Rehabilitasi Sedang/Berat Rumah Dinas
X	XX	01	1.03	39	Rehabilitasi Sedang/Berat Rumah Gedung Kantor
X	XX	01	1.03	40	Rehabilitasi Sedang/Berat Mobil Jabatan
X	XX	01	1.03	41	Rehabilitasi Sedang/Berat Kendaraan Dinas/Operasional
X	XX	01	1.04		Peningkatan Disiplin dan Kapasitas Sumber Daya Aparatur
X	XX	01	1.04	01	Pengadaan Mesin/Kartu Absensi
X	XX	01	1.04	02	Pengadaan Pakaian Dinas Beserta Perlengkapannya
X	XX	01	1.04	03	Pengadaan Pakaian Kerja Lapangan
X	XX	01	1.04	04	Pengadaan Pakaian Korpri
X	XX	01	1.04	05	Pengadaan Pakaian Khusus Hari-hari Tertentu
X	XX	01	1.04	06	Pemulangan Pegawai yang Pensiun
X	XX	01	1.04	07	Pemulangan Pegawai yang Tewas dalam Melaksanakan Tugas
X	XX	01	1.04	08	Pemindahan Tugas PNS
X	XX	01	1.04	09	Pendidikan dan Pelatihan Formal
X	XX	01	1.04	10	Sosialisasi Peraturan Perundang-Undangan
X	XX	01	1.04	11	Bimbingan Teknis Implementasi Peraturan Perundang-Undangan
1					URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR
1	01				URUSAN PEMERINTAHAN BIDANG PENDIDIKAN
1	01	02			PROGRAM PENGELOLAAN PENDIDIKAN
1	01	02	1.01		Pengelolaan Pendidikan Sekolah Menengah Atas
1	01	02	1.01	01	Pembangunan Unit Sekolah Baru (USB)
1	01	02	1.01	02	Penambahan Ruang Kelas Baru
1	01	02	1.01	03	Pembangunan Ruang Guru/Kepala Sekolah/TU
1	01	02	1.01	04	Pembangunan Ruang Laboratorium Biologi
1	01	02	1.01	05	Pembangunan Ruang Laboratorium Fisika
1	01	02	1.01	06	Pembangunan Ruang Laboratorium Kimia
1	01	02	1.01	07	Pembangunan Ruang Laboratorium Komputer
1	01	02	1.01	08	Pembangunan Ruang Laboratorium Bahasa
1	01	02	1.01	09	Pembangunan Ruang Laboratorium IPA
1	01	02	1.01	10	Pembangunan Ruang Unit Kesehatan Sekolah
1	01	02	1.01	11	Pembangunan Perpustakaan Sekolah
1	01	02	1.01	12	Pembangunan Ruang Serba Guna/Aula
1	01	02	1.01	13	Pembangunan Asrama Sekolah
1	01	02	1.01	14	Pembangunan Sarana, Prasarana dan Utilitas Sekolah
1	01	02	1.01	15	Pembangunan Fasilitas Parkir
1	01	02	1.01	16	Pembangunan Kantin Sekolah
1	01	02	1.01	17	Pembangunan Rumah Dinas Kepala Sekolah, Guru, Penjaga Sekolah
1	01	02	1.01	18	Pembangunan Ruang/Sudut Baca
1	01	02	1.01	19	Rehabilitasi Sedang/Berat Ruang Kelas Sekolah
1	01	02	1.01	20	Rehabilitasi Sedang/Berat Ruang Guru/Kepala Sekolah/TU
1	01	02	1.01	21	Rehabilitasi Sedang/Berat Ruang Laboratorium Biologi
1	01	02	1.01	22	Rehabilitasi Sedang/Berat Ruang Laboratorium Fisika
1	01	02	1.01	23	Rehabilitasi Sedang/Berat Ruang Laboratorium Kimia
1	01	02	1.01	24	Rehabilitasi Sedang/Berat Ruang Laboratorium Komputer
1	01	02	1.01	25	Rehabilitasi Sedang/Berat Ruang Laboratorium Bahasa
1	01	02	1.01	26	Rehabilitasi Sedang/Berat Ruang Laboratorium IPA
1	01	02	1.01	27	Rehabilitasi Sedang/Berat Ruang Unit Kesehatan Sekolah
1	01	02	1.01	28	Rehabilitasi Sedang/Berat Perpustakaan Sekolah
1	01	02	1.01	29	Rehabilitasi Sedang/Berat Ruang Serba Guna/Aula
1	01	02	1.01	30	Rehabilitasi Asrama Sekolah
1	01	02	1.01	31	Rehabilitasi Sarana, Prasarana dan Utilitas Sekolah
1	01	02	1.01	32	Rehabilitasi Fasilitas Parkir
1	01	02	1.01	33	Rehabilitasi Kantin Sekolah
1	01	02	1.01	34	Rehabilitasi Rumah Dinas Kepala Sekolah, Guru, Penjaga Sekolah
1	01	02	1.01	35	Rehabilitasi Ruang/Sudut Baca
1	01	02	1.01	36	Pengadaan Mebeluer Sekolah
1	01	02	1.01	37	Pengadaan Alat Rumah Tangga Sekolah
1	01	02	1.01	38	Pengadaan Perlengkapan Sekolah
1	01	02	1.01	39	Pengadaan Perlengkapan Peserta Didik
1	01	02	1.01	40	Pengadaan Sarana Mobilitas Sekolah
1	01	02	1.01	41	Pengadaan Alat Praktik dan Peraga Peserta Didik
1	01	02	1.01	42	Pemeliharaan Rutin Bangunan Gedung dan Ruang Sekolah
1	01	02	1.01	43	Pemeliharaan Rutin Sarana, Prasarana dan Utilitas Sekolah
1	01	02	1.01	44	Pemeliharaan Rutin Rumah Dinas Kepala Sekolah, Guru, Penjaga Sekolah
1	01	02	1.01	45	Penyediaan Biaya Personil Peserta Didik Sekolah Menengah Atas
1	01	02	1.01	46	Pengadaan Alat Praktik dan Peraga Siswa
1	01	02	1.01	47	Penyelengaraan Proses Belajar dan Ujian Bagi Peserta Didik
1	01	02	1.01	48	Penyiapan dan Tindak Lanjut Evaluasi Satuan Pendidikan Menengah Atas
1	01	02	1.01	49	Pembinaan Minat, Bakat dan Kreativitas Siswa
1	01	02	1.01	50	Penyediaan Pendidik dan Tenaga Kependidikan Bagi Satuan Pendidikan Sekolah Menegah Atas
1	01	02	1.01	51	Pengembangan Karir Pendidik dan Tenaga Kependidikan Pada Satuan Pendidikan Sekolah Menegah Atas
1	01	02	1.01	52	Pembinaan Kelembagaan dan Manajemen Sekolah Menengah Atas
1	01	02	1.02		Pengelolaan Pendidikan Sekolah Menengah Kejuruan
1	01	02	1.02	01	Pembangunan Unit Sekolah Baru (USB)
1	01	02	1.02	02	Penambahan Ruang Kelas Sekolah
1	01	02	1.02	03	Pembangunan Ruang Guru/Kepala Sekolah/TU
1	01	02	1.02	04	Pembangunan Ruang Praktik Siswa
1	01	02	1.02	05	Pembangunan Ruang Laboratorium
1	01	02	1.02	06	Pembangunan Ruang Unit Kesehatan Sekolah
1	01	02	1.02	07	Pembangunan Perpustakaan Sekolah
1	01	02	1.02	08	Pembangunan Ruang Serba Guna/Aula
1	01	02	1.02	09	Pembangunan Asrama Sekolah
1	01	02	1.02	10	Pembangunan Sarana, Prasarana dan Utilitas Sekolah
1	01	02	1.02	11	Pembangunan Fasilitas Parkir
1	01	02	1.02	12	Pembangunan Kantin Sekolah
1	01	02	1.02	13	Pembangunan Rumah Dinas Kepala Sekolah, Guru, Penjaga Sekolah
1	01	02	1.02	14	Pembangunan Ruang/Sudut Baca
1	01	02	1.02	15	Rehabilitasi Ruang Kelas Sekolah
1	01	02	1.02	16	Rehabilitasi Ruang Guru/Kepala Sekolah/TU
1	01	02	1.02	17	Rehabilitasi Ruang Praktik Siswa
1	01	02	1.02	18	Rehabilitasi Ruang Laboratorium
1	01	02	1.02	19	Rehabilitasi Ruang Unit Kesehatan Sekolah
1	01	02	1.02	20	Rehabilitasi Perpustakaan Sekolah
1	01	02	1.02	21	Rehabilitasi Ruang Serba Guna/Aula
1	01	02	1.02	22	Rehabilitasi Asrama Sekolah
1	01	02	1.02	23	Rehabilitasi Sarana, Prasarana dan Utilitas Sekolah
1	01	02	1.02	24	Rehabilitasi Fasilitas Parkir
1	01	02	1.02	25	Rehabilitasi Kantin Sekolah
1	01	02	1.02	26	Rehabilitasi Rumah Dinas Kepala Sekolah, Guru, Penjaga Sekolah
1	01	02	1.02	27	Rehabilitasi Ruang/Sudut Baca
1	01	02	1.02	28	Pengadaan Mebeluer Sekolah
1	01	02	1.02	29	Pengadaan Alat Rumah Tangga Sekolah
1	01	02	1.02	30	Pengadaan Perlengkapan Sekolah
1	01	02	1.02	31	Pengadaan Perlengkapan Peserta Didik
1	01	02	1.02	32	Pengadaan Sarana Mobilitas Sekolah
1	01	02	1.02	33	Pengadaan Alat Praktik dan Peraga Peserta Didik
1	01	02	1.02	34	Pemeliharaan Rutin Bangunan Gedung dan Ruang Sekolah
1	01	02	1.02	35	Pemeliharaan Rutin Sarana, Prasarana dan Utilitas Sekolah
1	01	02	1.02	36	Pemeliharaan Rutin Rumah Dinas Kepala Sekolah, Guru, Penjaga Sekolah
1	01	02	1.02	37	Penyediaan Biaya Personil Peserta Didik Sekolah Menengah Kejuruan
1	01	02	1.02	38	Pengadaan Alat Praktik dan Peraga Siswa
1	01	02	1.02	39	Penyelengaraan Proses Belajar dan Ujian Bagi Peserta Didik
1	01	02	1.02	40	Penyiapan dan Tindak Lanjut Evaluasi Satuan Pendidikan Menengah Kejuruan
1	01	02	1.02	41	Pembinaan Minat, Bakat dan Kreativitas Siswa
1	01	02	1.02	42	Penyediaan Pendidik dan Tenaga Kependidikan Bagi Satuan Pendidikan Sekolah Menegah Kejuruan
1	01	02	1.02	43	Pengembangan Karir Pendidik dan Tenaga Kependidikan Pada Satuan Pendidikan Sekolah Menegah Kejuruan
1	01	02	1.02	44	Pembangunan Bengkel/Unit Produksi
1	01	02	1.02	45	Pembinaan Kelembagaan dan Manajemen Sekolah Menengah Kejuruan
1	01	02	1.03		Pengelolaan Pendidikan Khusus
1	01	02	1.03	01	Pembangunan Unit Sekolah Baru (USB)
1	01	02	1.03	02	Penambahan Ruang Kelas Sekolah
1	01	02	1.03	03	Pembangunan Ruang Guru/Kepala Sekolah/TU
1	01	02	1.03	04	Pembangunan Ruang Unit Kesehatan Sekolah
1	01	02	1.03	05	Pembangunan Perpustakaan Sekolah
1	01	02	1.03	06	Pembangunan Ruang Serba Guna/Aula
1	01	02	1.03	07	Pembangunan Asrama Sekolah
1	01	02	1.03	08	Pembangunan Sarana, Prasarana dan Utilitas Sekolah
1	01	02	1.03	09	Pembangunan Fasilitas Parkir
1	01	02	1.03	10	Pembangunan Kantin Sekolah
1	01	02	1.03	11	Pembangunan Rumah Dinas Kepala Sekolah, Guru, Penjaga Sekolah
1	01	02	1.03	12	Pembangunan Ruang Laboratorium
1	01	02	1.03	13	Pembangunan Ruang Orientasi dan Mobilitas
1	01	02	1.03	14	Pembangunan Ruang Bina Persepsi Bunyi dan Irama Untuk Tunarungu (B)
1	01	02	1.03	15	Pembangunan Ruang Bina Diri untuk Tunagrahita (C)
1	01	02	1.03	16	Pembangunan Ruang Bina Diri dan Bina Gerak Untuk Tunadaksa (D)
1	01	02	1.03	17	Pembangunan Ruang Bina Pribadi dan Sosial Untuk Tunalaras (E)
1	01	02	1.03	18	Rehabilitasi Ruang Kelas Sekolah
1	01	02	1.03	19	Rehabilitasi Ruang Guru/Kepala Sekolah/TU
1	01	02	1.03	20	Rehabilitasi Ruang Unit Kesehatan Sekolah
1	01	02	1.03	21	Rehabilitasi Perpustakaan Sekolah
1	01	02	1.03	22	Rehabilitasi Ruang Serba Guna/Aula
1	01	02	1.03	23	Rehabilitasi Asrama Sekolah
1	01	02	1.03	24	Rehabilitasi Sarana, Prasarana dan Utilitas Sekolah
1	01	02	1.03	25	Rehabilitasi Fasilitas Parkir
1	01	02	1.03	26	Rehabilitasi Kantin Sekolah
1	01	02	1.03	27	Rehabilitasi Rumah Dinas Kepala Sekolah, Guru, Penjaga Sekolah
1	01	02	1.03	28	Rehabilitasi Ruang Laboratorium
1	01	02	1.03	29	Rehabilitasi Ruang Pusat Sumber Anak Berkebutuhan Khusus
1	01	02	1.03	30	Rehabilitasi Ruang Orientasi dan Mobilitas
1	01	02	1.03	31	Rehabilitasi Ruang Bina Persepsi Bunyi dan Irama Untuk Tunarungu (B)
1	01	02	1.03	32	Rehabilitasi Ruang Bina Diri untuk Tunagrahita (C)
1	01	02	1.03	33	Rehabilitasi Ruang Bina Diri dan Bina Gerak Untuk Tunadaksa (D)
1	01	02	1.03	34	Rehabilitasi Ruang Bina Pribadi dan Sosial Untuk Tunalaras (E)
1	01	02	1.03	35	Pengadaan Mebeluer Sekolah
1	01	02	1.03	36	Pengadaan Alat Rumah Tangga Sekolah
1	01	02	1.03	37	Pengadaan Perlengkapan Sekolah
1	01	02	1.03	38	Pengadaan Perlengkapan Peserta Didik
1	01	02	1.03	39	Pengadaan Sarana Mobilitas Sekolah
1	01	02	1.03	40	Pengadaan Alat Praktik dan Peraga Peserta Didik
1	01	02	1.03	41	Pemeliharaan Rutin Bangunan Gedung dan Ruang Sekolah
1	01	02	1.03	42	Pemeliharaan Rutin Sarana, Prasarana dan Utilitas Sekolah
1	01	02	1.03	43	Pemeliharaan Rutin Rumah Dinas Kepala Sekolah, Guru, Penjaga Sekolah
1	01	02	1.03	44	Penyediaan Biaya Personil Peserta Didik Pendidikan Khusus
1	01	02	1.03	45	Pengadaan Alat Praktik dan Peraga Siswa
1	01	02	1.03	46	Penyelengaraan Proses Belajar dan Ujian Bagi Peserta Didik
1	01	02	1.03	47	Penyiapan dan Tindak Lanjut Evaluasi Satuan Pendidikan Pendidikan Khusus
1	01	02	1.03	48	Pembinaan Minat, Bakat dan Kreativitas Siswa
1	01	02	1.03	49	Penyediaan Pendidik dan Tenaga Kependidikan Bagi Satuan Pendidikan Khusus
1	01	02	1.03	50	Pengembangan Karir Pendidik dan Tenaga Kependidikan pada Satuan Pendidikan Pendidikan Khusus
1	01	02	1.03	51	Pembinaan Kelembagaan dan Manajemen Sekolah Pendidikan Khusus
1	01	03			PROGRAM PENGEMBANGAN KURIKULUM
1	01	03	1.01		Penetapan Kurikulum Muatan Lokal Pendidikan Menengah
1	01	03	1.01	01	Penyusunan Kompetensi Dasar Muatan Lokal Pendidikan Menengah
1	01	03	1.01	02	Penyusunan Silabus Muatan Lokal Pendidikan Menengah
1	01	03	1.01	03	Penyediaan Buku Teks Pelajaran Muatan Lokal Pendidikan Menengah
1	01	03	1.01	04	Pelatihan Penyusunan Kurikulum Muatan Lokal Pendidikan Menengah
1	01	03	1.02		Penetapan Kurikulum Muatan Lokal Pendidikan Khusus
1	01	03	1.02	01	Penyusunan Kompetensi Dasar Muatan Lokal Pendidikan Khusus
1	01	03	1.02	02	Penyusunan Silabus Muatan Lokal Pendidikan Khusus
1	01	03	1.02	03	Penyediaan Buku Teks Pelajaran Muatan Lokal Pendidikan Khusus
1	01	03	1.02	04	Pelatihan Penyusunan Kurikulum Muatan Lokal Pendidikan Khusus
1	01	04			PROGRAM PENDIDIK DAN TENAGA KEPENDIDIKAN
1	01	04	1.01		Pemindahan Pendidik dan Tenaga Kependidikan Lintas Kabupaten/Kota dalam 1 (satu) Provinsi
1	01	04	1.01	01	Perhitungan dan Pemetaan Pendidik dan Tenaga Kependidikan Satuan Pendidikan Menengah dan Pendidikan Khusus
1	01	04	1.01	02	Penataan Pendistribusian Pendidik dan Tenaga Kependidikan Satuan Pendidikan Menengah dan Pendidikan Khusus
1	01	05			PROGRAM PENGENDALIAN PERIZINAN PENDIDIKAN
1	01	05	1.01		Penerbitan Izin Pendidikan Menengah yang Diselenggarakan oleh Masyarakat
1	01	05	1.01	01	Penilaian Kelayakan Usul Perizinan Pendidikan Menengah yang Diselenggarakan oleh Masyarakat
1	01	05	1.01	02	Pengendalian dan Pengawasan Perizinan Pendidikan Menengah yang Diselenggarakan oleh Masyarakat
1	01	05	1.02		Penerbitan Izin Pendidikan Khusus yang Diselenggarakan oleh Masyarakat
1	01	05	1.02	01	Penilaian Kelayakan Usul Perizinan Pendidikan Khusus yang Diselenggarakan oleh Masyarakat
1	01	05	1.02	02	Pengendalian dan Pengawasan Perizinan Pendidikan Khusus yang Diselenggarakan oleh Masyarakat
1	01	05	1.02	03	Pembinaan Pendidikan Khusus yang Diselenggarakan oleh Masyarakat
1	01	06			PROGRAM PENGEMBANGAN BAHASA DAN SASTRA
1	01	06	1.01		Pembinaan, Pengembangan dan Perlindungan Bahasa dan Sastra yang Penuturannya Lintas Daerah Kabupaten/Kota dalam 1 (satu) Daerah Provinsi
1	01	06	1.01	01	Koordinasi Penyusunan Kamus Bahasa Daerah Provinsi
1	01	06	1.01	02	Vitalitas, Konservasi dan Revitalisasi Bahasa dan Sastra Daerah Kewenangan Provinsi
1	01	06	1.01	03	Publikasi Bahasa dan Sastra Daerah Kewenangan Provinsi
1	01	06	1.01	04	Penghargaan Tokoh Kebahasaan dan Kesastraan Daerah Kewenangan Provinsi
1	01	06	1.01	05	Penyediaan dan Pendistribusian Buku Cerita Rakyat Daerah Penunjang Literasi Kewenangan Provinsi
1	01	06	1.01	06	Peningkatan Apresiasi Siswa Terhadap Bahasa Dan Sastra Daerah Kewenangan Provinsi
1	01	06	1.01	07	Penyusunan Modul dan Bahan Ajar Bahasa Daerah Kewenangan Provinsi
1	01	07			PROGRAM PENDIDIKAN DAYAH ******)
1	01	07	1.01		Pengelolaan Pendidikan Dayah ******)
1	01	07	1.01	01	Pembangunan Sarana dan Prasarana Dayah ******)
1	01	07	1.01	02	Rehabilitasi Sarana dan Prasarana Dayah ******)
1	01	07	1.01	03	Peningkatan Mutu Pendidik dan Tenaga Kependidikan Dayah ******)
1	01	07	1.01	04	Pemberdayaan dan Pendidikan Santri ******)
1	01	07	1.01	05	Pembinaan Manajemen Dayah ******)
1	01	07	1.01	06	Penelitian dan Pengembangan Dayah ******)
1	01	07	1.01	07	Peningkatan Kualitas dan Pengembangan Kelembagaan Dayah ******)
1	01	07	1.01	08	Pengadaan Kitab/Buku Pendidikan Dayah ******)
1	01	07	1.01	09	Pembangunan dan Rehabilitasi Tempat Ibadah Dayah ******)
1	01	07	1.01	10	Koordinasi dan Sinkronisasi Pelaksanaan Kependidikan Dayah ******)
1	01	08			PROGRAM PENYELENGGARAAN SEKRETARIAT MAJELIS PENDIDIKAN ACEH ******)
1	01	08	1.01		Penyelenggaraan Kebijakan Pendidikan Aceh ******)
1	01	08	1.01	01	Penetapan Standar Pendidikan Aceh ******)
1	01	08	1.01	02	Penyelenggaraan Sistem Informasi Manajemen Pendidikan Aceh ******)
1	01	08	1.01	03	Fasilitasi Pendirian Universitas, Institut, Sekolah Tinggi/Ma’had ‘Aly, Politeknik, Akademi, Fakultas, Jurusan dan/atau Program Studi yang Dibutuhkan Aceh ******)
1	01	08	1.01	04	Fasilitasi dan Pengawasan Penyelenggaraan Pendidikan Dayah/ Pesantren dan Balai Pengajian ******)
1	01	08	1.01	05	Pengawasan, Pengendalian, dan Pembinaan Terhadap Perguruan Tinggi Swasta dan Asing yang Beroperasi di Aceh Bersama Dengan Majelis Pendidikan Daerah sesuai dengan peraturan Perundang-undangan ******)
1	01	08	1.02		Penyelenggaraan Pembiayaan Pendidikan Aceh ******)
1	01	08	1.02	01	Pengelolaan TDBH Migas untuk Membiayai Program dan Kegiatan Pembangunan Pendidikan Aceh ******)
1	01	08	1.02	02	Pengelolaan Dana Otsus untuk Membiayai Program dan Kegiatan Pembangunan Pendidikan Alokasi Pemerintah Aceh ******)
1	01	08	1.02	03	Pembiayaan Pendidikan Formal, dan Pendidikan Non-formal Bagi Satuan Pendidikan yang Diselenggarakan oleh Pemerintah Aceh ******)
1	01	08	1.02	04	Pemberian Bantuan Pembiayaan Untuk Madrasah, Dayah, dan Satuan Pendidikan yang Diselenggarakan oleh Masyarakat dan Satuan Pendidikan Tinggi Sesuai dengan ketentuan Peraturan perundang-undangan ******)
1	01	08	1.03		Penyelenggaraan Kurikulum dan Pengajaran Pendidikan Aceh ******)
1	01	08	1.03	01	Penyusunan Kurikulum Aceh yang Islami untuk Jenjang Pendidikan Dasar dan Pendidikan Menengah ******)
1	01	08	1.03	02	Fasilitasi Penyusunan Kurikulum Dayah Salafiah ******)
1	01	08	1.03	03	Pengawasan Kurikulum Pendidikan Agama pada Sekolah Umum dan Madrasah ******)
1	01	08	1.03	04	Implementasi Kurikulum Aceh yang Islami ******)
1	01	08	1.04		Penyelenggaraan Pendidik dan Tenaga Kependidikan Pendidikan Aceh ******)
1	01	08	1.04	01	Peningkatan Mutu Pendidik dan Tenaga Kependidikan pada Dayah Salafiah dan Diniyah ******)
1	01	08	1.04	02	Peningkatan Kesejahteraan, Memberikan Penghargaan dan Perlindungan Kepada Pendidik Dan Tenaga Kependidikan pada Setiap Satuan Pendidikan ******)
1	01	08	1.05		Penyelenggaraan Penjaminan dan Pengendalian Mutu Pendidikan Aceh ******)
1	01	08	1.05	01	Penyediaan Biaya Penyelenggaraan Proses Evaluasi Hasil Belajar Peserta Didik pada Sekolah/Madrasah dan Dayah yang Berskala Provinsi ******)
1	01	08	1.05	02	Supervisi dan Fasilitasi Satuan Pendidikan Dasar, Pendidikan Menengah dan Pendidikan Dayah/Pesantren untuk Pengendalian Mutu Pendidikan Aceh ******)
1	01	08	1.05	03	Evaluasi Pencapaian Standar Pendidikan Aceh Pada Setiap Satuan Pendidikan di Aceh ******)
1	01	08	1.05	04	Penilaian Pencapaian Standar Pendidikan Aceh Dan Standar Pelayanan Minimal pada Pendidikan Menengah dan Pendidikan Khusus ******)
1	01	08	1.05	05	Pelaksanaan Akreditasi Pendidikan Dayah/Pesantren ******)
1	02				URUSAN PEMERINTAHAN BIDANG KESEHATAN
1	02	02			PROGRAM PEMENUHAN UPAYA KESEHATAN PERORANGAN DAN UPAYA KESEHATAN MASYARAKAT
1	02	02	1.01		Penyediaan Fasilitas Pelayanan, Sarana, Prasarana dan Alat Kesehatan Untuk UKP Rujukan, UKM dan UKM Rujukan Tingkat Daerah Provinsi
1	02	02	1.01	01	Pembangunan Rumah Sakit Beserta Sarana dan Prasarana Pendukungnya
1	02	02	1.01	02	Pembangunan Fasilitas Kesehatan Lainnya
1	02	02	1.01	03	Pengembangan Rumah Sakit
1	02	02	1.01	04	Pengembangan Fasilitas Kesehatan Lainnya
1	02	02	1.01	05	Pengembangan Rumah Dinas Tenaga Kesehatan
1	02	02	1.01	06	Pengembangan Pendekatan Pelayanan Kesehatan Di DTPK (Pelayanan Kesehatan Bergerak, Gugus Pulau, Pelayanan Kesehatan Berbasis Telemedicine, dll)
1	02	02	1.01	07	Pengembangan Unit Pemeliharaan Fasilitas Kesehatan Regional/Regional Maintenance Center
1	02	02	1.01	08	Rehabilitasi dan Pemeliharaan Fasilitas Kesehatan Lainnya
1	02	02	1.01	09	Rehabilitasi dan Pemeliharaan Rumah Sakit
1	02	02	1.01	10	Pengadaan Alat Kesehatan/Alat Penunjang Medik Fasilitas Layanan Kesehatan
1	02	02	1.01	11	Pengadaan Sarana di Fasilitas Layanan Kesehatan
1	02	02	1.01	12	Pengadaan Prasarana Fasilitas Layanan Kesehatan
1	02	02	1.01	13	Pengadaan dan Pemeliharaan Alat Kalibrasi
1	02	02	1.01	14	Pengadaan Bahan Habis Pakai Lainnya (Sprei, Handuk dan Habis Pakai Lainnya)
1	02	02	1.01	15	Pengadaan dan Pemeliharaan Alat-alat Kesehatan/Peralatan Laboratorium Kesehatan
1	02	02	1.01	16	Pengadaan Barang Penunjang Operasional Rumah Sakit
1	02	02	1.01	17	Pemeliharaan Alat Kesehatan/Alat Penunjang Medik Fasilitas Layanan Kesehatan
1	02	02	1.01	18	Pemeliharaan Sarana Fasilitas Layanan Kesehatan
1	02	02	1.01	19	Pemeliharaan Prasarana Fasilitas Layanan Kesehatan
1	02	02	1.01	20	Penyediaan Telemedicine di Fasilitas Pelayanan Kesehatan
1	02	02	1.01	21	Distribusi Alat Kesehatan, Obat, Vaksin, Makanan dan Minuman Serta Fasilitas Kesehatan Lainnya
1	02	02	1.02		Penyediaan Layanan Kesehatan Untuk UKP Rujukan, UKM dan UKM Rujukan Tingkat Daerah Provinsi
